brand,product_line,record_scope,nominal_shade,measured_vlt_pct,vlr_exterior_pct,vlr_interior_pct,uv_rejection,tser_pct,tser_range,glare_reduction_pct,ir_primary_metric,ir_primary_value,ir_primary_wavelength_nm,ir_secondary_metric,ir_secondary_value,ir_secondary_wavelength_nm,solar_transmittance_pct,solar_reflectance_pct,solar_absorbance_pct,shading_coefficient,shgc,thickness_mil,construction,warranty,substrate,test_standard,source_kind,source_url,source_date,verified_at,data_status,notes
Helios Window Films,Nova,shade,5,6,,,99,,,,,,,,,,,,,,1.5,nano carbon / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,"The captured chart's 5% TSER and 50% VLT labels were not legible enough to transcribe confidently, so those values remain blank."
Helios Window Films,Nova,shade,15,15,,,99,53,,,,,,,,,,,,,1.5,nano carbon / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,"The captured chart's 5% TSER and 50% VLT labels were not legible enough to transcribe confidently, so those values remain blank."
Helios Window Films,Nova,shade,20,20,,,99,52,,,,,,,,,,,,,1.5,nano carbon / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,"The captured chart's 5% TSER and 50% VLT labels were not legible enough to transcribe confidently, so those values remain blank."
Helios Window Films,Nova,shade,35,35,,,99,41,,,,,,,,,,,,,1.5,nano carbon / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,"The captured chart's 5% TSER and 50% VLT labels were not legible enough to transcribe confidently, so those values remain blank."
Helios Window Films,Nova,shade,40,40,,,99,35,,,,,,,,,,,,,1.5,nano carbon / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,"The captured chart's 5% TSER and 50% VLT labels were not legible enough to transcribe confidently, so those values remain blank."
Helios Window Films,Nova,shade,50,,,,99,34,,,,,,,,,,,,,1.5,nano carbon / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,"The captured chart's 5% TSER and 50% VLT labels were not legible enough to transcribe confidently, so those values remain blank."
Helios Window Films,Super Nova,shade,5,5,,,99,65,,,,,,,,,,,,,1.5,nano carbon ceramic / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,Values transcribed only where legible from the captured official chart.
Helios Window Films,Super Nova,shade,15,14,,,99,60,,,,,,,,,,,,,1.5,nano carbon ceramic / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,Values transcribed only where legible from the captured official chart.
Helios Window Films,Super Nova,shade,20,19,,,99,55,,,,,,,,,,,,,1.5,nano carbon ceramic / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,Values transcribed only where legible from the captured official chart.
Helios Window Films,Super Nova,shade,35,36,,,99,50,,,,,,,,,,,,,1.5,nano carbon ceramic / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,Values transcribed only where legible from the captured official chart.
Helios Window Films,Super Nova,shade,40,39,,,99,47,,,,,,,,,,,,,1.5,nano carbon ceramic / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,Values transcribed only where legible from the captured official chart.
Helios Window Films,Super Nova,shade,50,51,,,99,35,,,,,,,,,,,,,1.5,nano carbon ceramic / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,Values transcribed only where legible from the captured official chart.
Helios Window Films,Super Nova,shade,70,68,,,99,35,,,,,,,,,,,,,1.5,nano carbon ceramic / dye free,Lifetime,,,manufacturer_chart,https://helioswindowfilm.com/automotive/,,2026-08-12,verified,Values transcribed only where legible from the captured official chart.
GeoShield,Pro Classic,product,,5|15|20|35|40|50,, ,99%+,,30-42,,,,,,,,,,,,1.5,dyed,Lifetime,,,manufacturer_comparison_table,https://geoshieldusa.com/collections/automotive-window-film,,2026-08-12,verified_product_level,"VLTs Offered: 5, 15, 20, 35, 40, 50. Manufacturer color description: Deep Dyed Blacks. Product-level ranges are not applied to individual shades."
GeoShield,C2,product,,2|5|15|20|35|40|50,, ,99%+,,33-65,,IR Rejection Range,34-83,,,,,,,,,1.5,carbon,Lifetime,,,manufacturer_comparison_table,https://geoshieldusa.com/collections/automotive-window-film,,2026-08-12,verified_product_level,"VLTs Offered: 2, 5, 15, 20, 35, 40, 50. Manufacturer color description: Neutral Carbon. Product-level ranges are not applied to individual shades."
GeoShield,C2 Ceramic,product,,5|15|20|35|40|50|75,, ,99%+,,35-63,,IR Rejection Range,71-85,,,,,,,,,1.5,ceramic,Lifetime,,,manufacturer_comparison_table,https://geoshieldusa.com/collections/automotive-window-film,,2026-08-12,verified_product_level,"VLTs Offered: 5, 15, 20, 35, 40, 50, 75. Manufacturer color description: Neutral Carbon. Product-level ranges are not applied to individual shades."
GeoShield,ProNano,product,,5|15|20|35|40|50|70,, ,99%+,,49-66,,IR Rejection Range,76-83,,,,,,,,,2,ceramic,Lifetime,,,manufacturer_comparison_table,https://geoshieldusa.com/collections/automotive-window-film,,2026-08-12,verified_product_level,"VLTs Offered: 5, 15, 20, 35, 40, 50, 70. Manufacturer color description: Deep Dyed Blacks. Product-level ranges are not applied to individual shades."
GeoShield,Apex Ultra,product,,5|15|20|35|40|50|70,, ,99%+,,49-70,,IR Rejection Range,95 (all),,,,,,,,,2,super ceramic,Lifetime,,,manufacturer_comparison_table,https://geoshieldusa.com/collections/automotive-window-film,,2026-08-12,verified_product_level,"VLTs Offered: 5, 15, 20, 35, 40, 50, 70. Manufacturer color description: Cool Ceramic Neutral. Product-level ranges are not applied to individual shades."
Uviron,PUREMAX Supreme Carbon,product,,,,,99,,up to 58,,IR summary,up to 59,,,,,,,,,,nano carbon,Lifetime,,,manufacturer_overview,https://uviron.com/pages/film-spec-overview,,2026-08-12,conflicting,Stored as source-specific product-level summary only. Current manufacturer individual product pages publish different summary ranges; do not reconcile or apply to individual shades.
Uviron,KOOLMAX Supreme Ceramic,product,,,,,99,,up to 64,,IR summary,up to 89,,,,,,,,,,nano ceramic,Lifetime,,,manufacturer_overview,https://uviron.com/pages/film-spec-overview,,2026-08-12,conflicting,Stored as source-specific product-level summary only. Current manufacturer individual product pages publish different summary ranges; do not reconcile or apply to individual shades.
Uviron,MEGAMAX Ultimate Ceramic,product,,,,,99,,up to 72,,IR summary,up to 98,,,,,,,,,,maximum nano ceramic,Lifetime,,,manufacturer_overview,https://uviron.com/pages/film-spec-overview,,2026-08-12,conflicting,Stored as source-specific product-level summary only. Current manufacturer individual product pages publish different summary ranges; do not reconcile or apply to individual shades.
Scorpion,Carbon Plus Series,product,,5|15|20|35|50,,,99,,,,,,,,,,,,,1.5,carbon / color-stable,Lifetime,,,manufacturer_series_card,https://scorpionwindowfilm.com/automotive-film/,,2026-08-12,partial,"Available VLT range from captured manufacturer series card: 5, 15, 20, 35, 50. TSER/IRR remain blank because no complete authoritative shade table was captured."
Scorpion,Carbon Series,product,,3|5|15|20|35|40|50|70,,,99,,,,,,,,,,,,,1.5,advanced carbon deposit,Lifetime,,,manufacturer_series_card,https://scorpionwindowfilm.com/automotive-film/,,2026-08-12,partial,"Available VLT range from captured manufacturer series card: 3, 5, 15, 20, 35, 40, 50, 70. TSER/IRR remain blank because no complete authoritative shade table was captured."
Scorpion,King Pro Series,product,,5|15|20|35|50,,,99,,,,,,,,,,,,,1.5,carbon-metalized,Lifetime,,,manufacturer_series_card,https://scorpionwindowfilm.com/automotive-film/,,2026-08-12,partial,"Available VLT range from captured manufacturer series card: 5, 15, 20, 35, 50. TSER/IRR remain blank because no complete authoritative shade table was captured."
Scorpion,Shield Series,product,,5|15|20|35|50,,,99,,,,,,,,,,,,,1.5,nano-ceramic IR,Lifetime,,,manufacturer_series_card,https://scorpionwindowfilm.com/automotive-film/,,2026-08-12,partial,"Available VLT range from captured manufacturer series card: 5, 15, 20, 35, 50. TSER/IRR remain blank because no complete authoritative shade table was captured."
Scorpion,Shield Plus,product,,5|15|20|35|50|70,,,99,,,,,,,,,,,,,1.5,advanced nano-ceramic,Lifetime,,,manufacturer_series_card,https://scorpionwindowfilm.com/automotive-film/,,2026-08-12,partial,"Available VLT range from captured manufacturer series card: 5, 15, 20, 35, 50, 70. TSER/IRR remain blank because no complete authoritative shade table was captured."
